,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
86083,Female,Loyal Customer,48,Business travel,2201,1,1,1,4,5,5,4,110,96,Satisfied
86084,Male,Loyal Customer,43,Business travel,2202,2,2,3,4,4,4,4,0,0,Neutral
86085,Male,Loyal Customer,42,Business travel,2202,3,3,3,4,5,5,3,1,0,Satisfied
86086,Male,Loyal Customer,50,Business travel,2202,5,5,5,5,4,4,4,0,0,Satisfied
86087,Female,Loyal Customer,39,Business travel,2202,4,1,1,2,2,4,2,0,0,Satisfied
86088,Male,Loyal Customer,52,Business travel,2202,2,2,2,2,4,4,4,0,0,Satisfied
86089,Female,Loyal Customer,25,Business travel,2202,4,4,4,5,5,2,5,0,0,Satisfied
86090,Female,Loyal Customer,59,Business travel,2202,1,1,4,4,4,4,3,4,6,Satisfied
86091,Male,Loyal Customer,52,Business travel,2202,3,3,3,2,5,5,5,52,26,Satisfied
86092,Female,Loyal Customer,36,Business travel,2202,3,3,3,3,2,3,2,0,0,Dissatisfied
86093,Male,Loyal Customer,35,Business travel,2202,5,5,5,2,3,3,4,0,1,Satisfied
86094,Female,Loyal Customer,39,Business travel,2202,1,1,1,4,4,4,5,0,0,Satisfied
86095,Female,Loyal Customer,59,Business travel,2202,2,2,2,4,5,5,5,10,11,Satisfied
86096,Female,Loyal Customer,36,Business travel,2203,5,4,3,4,4,4,4,0,0,Neutral
86097,Male,Loyal Customer,56,Business travel,2203,3,3,3,2,5,5,4,0,0,Satisfied
86098,Male,Loyal Customer,58,Business travel,2203,5,5,5,2,5,5,4,0,16,Satisfied
86099,Female,Loyal Customer,39,Business travel,2203,3,4,4,4,3,3,3,0,4,Dissatisfied
86100,Female,Loyal Customer,43,Business travel,2203,5,5,5,3,4,4,3,0,1,Satisfied
86101,Male,Loyal Customer,58,Business travel,2203,1,3,3,3,1,1,2,30,36,Dissatisfied
86102,Male,Loyal Customer,44,Business travel,2203,2,2,2,2,4,4,4,28,22,Satisfied
86103,Female,Loyal Customer,44,Business travel,2203,4,4,4,3,5,5,4,38,36,Satisfied
86104,Female,Loyal Customer,37,Business travel,2203,4,2,5,2,4,4,4,0,0,Dissatisfied
86105,Female,Loyal Customer,15,Business travel,2203,5,4,5,5,5,4,5,0,5,Satisfied
86106,Female,Loyal Customer,58,Business travel,2204,3,3,3,2,4,4,5,0,1,Satisfied
86107,Male,Loyal Customer,53,Business travel,2204,5,5,5,5,4,4,3,0,3,Satisfied
86108,Female,Loyal Customer,48,Business travel,2204,3,3,3,3,3,3,3,0,0,Dissatisfied
86109,Male,Loyal Customer,50,Business travel,2204,2,2,2,5,2,2,5,0,4,Satisfied
86110,Female,Loyal Customer,53,Business travel,2204,1,4,4,2,1,1,2,0,0,Dissatisfied
86111,Male,Loyal Customer,53,Business travel,2204,3,2,3,2,5,5,3,18,14,Satisfied
86112,Female,Loyal Customer,35,Business travel,2204,3,5,3,4,4,4,4,0,0,Neutral
86113,Female,Loyal Customer,66,Business travel,2204,2,2,3,4,4,4,4,0,0,Neutral
86114,Male,Loyal Customer,56,Business travel,2204,1,1,1,4,4,4,4,55,49,Satisfied
86115,Female,Loyal Customer,43,Business travel,2205,3,3,3,2,1,1,4,24,30,Satisfied
86116,Male,Loyal Customer,52,Business travel,2205,4,4,3,4,4,4,4,0,0,Neutral
86117,Male,Loyal Customer,30,Business travel,,2,2,3,4,2,4,2,10,0,Satisfied
86118,Male,Loyal Customer,60,Business travel,2205,2,4,4,3,2,2,3,1,10,Dissatisfied
86119,Female,Loyal Customer,55,Business travel,2205,5,5,5,5,3,3,5,18,0,Satisfied
86120,Male,Loyal Customer,38,Business travel,2205,5,4,5,5,5,4,5,104,147,Satisfied
86121,Female,Loyal Customer,48,Business travel,2205,3,3,3,5,5,5,3,0,0,Satisfied
86122,Female,Loyal Customer,39,Business travel,2205,2,2,5,4,4,4,5,0,0,Satisfied
86123,Female,Loyal Customer,39,Business travel,2205,3,4,3,4,4,4,4,0,0,Neutral
86124,Female,Loyal Customer,59,Business travel,2205,3,3,3,2,5,5,4,5,0,Satisfied
86125,Female,Loyal Customer,41,Business travel,2205,1,1,1,2,4,4,5,43,50,Satisfied
86126,Male,Loyal Customer,42,Business travel,2205,4,5,5,5,4,4,4,0,20,Dissatisfied
86127,Male,Loyal Customer,49,Business travel,2205,1,1,1,4,5,5,5,0,0,Satisfied
86128,Male,Loyal Customer,44,Business travel,2205,1,5,4,4,2,1,2,1,0,Dissatisfied
86129,Male,Loyal Customer,60,Business travel,2206,2,2,2,2,4,4,5,36,35,Satisfied
86130,Male,Loyal Customer,69,Business travel,2206,1,1,1,4,1,1,4,1,11,Dissatisfied
86132,Female,Loyal Customer,42,Business travel,2206,4,4,4,3,5,5,5,0,0,Satisfied
86134,Male,Loyal Customer,56,Business travel,2206,1,1,1,3,1,1,3,51,40,Dissatisfied
86135,Female,Loyal Customer,45,Business travel,2206,0,4,0,5,3,3,4,3,7,Satisfied
86136,Male,Loyal Customer,19,Business travel,2206,3,3,3,3,3,3,3,81,72,Dissatisfied
86138,Male,Disloyal Customer,0,Business travel,2207,0,5,0,2,2,2,2,0,0,Neutral
86139,Male,Loyal Customer,48,Business travel,2207,4,4,4,3,4,4,4,7,1,Satisfied
86142,Male,Loyal Customer,34,Business travel,2207,5,2,5,3,5,5,2,0,0,Satisfied
86143,Female,Loyal Customer,60,Business travel,2207,1,1,1,5,4,5,4,0,0,Satisfied
86144,Female,Loyal Customer,55,Business travel,2207,4,4,4,3,4,4,3,0,0,Satisfied
86145,Female,Loyal Customer,70,Business travel,2207,3,1,2,4,3,3,3,5,3,Dissatisfied
86146,Male,Loyal Customer,41,Business travel,2208,2,2,3,4,4,4,4,0,0,Neutral
86147,Female,Loyal Customer,34,Business travel,2208,3,3,3,5,5,5,5,5,4,Satisfied
86148,Female,Loyal Customer,51,Business travel,2208,4,4,4,1,5,5,4,0,1,Satisfied
86149,Male,Loyal Customer,39,Business travel,2208,3,4,4,1,3,3,4,79,74,Dissatisfied
86150,Female,Loyal Customer,62,Business travel,2208,1,1,1,5,4,4,2,0,0,Satisfied
86151,Male,Loyal Customer,40,Business travel,2208,2,2,2,2,5,5,4,0,2,Satisfied
86152,Female,Loyal Customer,36,Business travel,2208,0,5,0,2,4,4,3,7,3,Satisfied
86154,Female,Loyal Customer,20,Business travel,2209,1,1,1,5,5,5,5,0,23,Satisfied
86155,Male,Loyal Customer,38,Business travel,2209,5,5,3,3,5,5,5,3,9,Satisfied
86156,Male,Loyal Customer,56,Business travel,2209,2,2,2,4,4,4,4,0,0,Satisfied
86157,Female,Loyal Customer,59,Business travel,2209,2,2,2,2,5,5,4,0,0,Satisfied
86158,Male,Loyal Customer,40,Business travel,2209,3,3,3,2,4,4,5,0,0,Satisfied
86159,Male,Loyal Customer,48,Business travel,2209,3,3,3,2,5,5,5,6,3,Satisfied
86161,Female,Loyal Customer,33,Business travel,2210,2,2,2,1,4,4,3,0,0,Satisfied
86163,Female,Loyal Customer,50,Business travel,2210,4,4,4,4,5,5,5,0,0,Satisfied
86164,Male,Loyal Customer,53,Business travel,2210,1,1,1,4,4,4,5,0,0,Satisfied
86165,Male,Loyal Customer,58,Business travel,2210,2,2,4,2,5,5,4,6,0,Satisfied
86166,Male,Loyal Customer,51,Business travel,2210,3,3,2,4,5,5,4,37,29,Satisfied
86167,Male,Loyal Customer,50,Business travel,2210,1,1,1,2,5,5,4,0,0,Satisfied
86168,Female,Loyal Customer,22,Business travel,2210,4,4,4,5,5,4,5,0,0,Satisfied
86169,Male,Loyal Customer,39,Business travel,2211,2,2,2,5,4,4,3,3,2,Satisfied
86170,Female,Loyal Customer,44,Business travel,2211,1,1,1,3,3,3,5,57,44,Satisfied
86171,Male,Loyal Customer,50,Business travel,2211,1,1,1,5,5,5,3,0,0,Satisfied
86172,Male,Loyal Customer,42,Business travel,2211,1,1,3,4,4,4,4,0,0,Neutral
86173,Female,Loyal Customer,44,Business travel,2211,1,1,1,5,2,2,4,0,5,Satisfied
86174,Male,Loyal Customer,49,Business travel,2211,1,1,1,5,4,4,3,0,0,Satisfied
86175,Male,Loyal Customer,41,Business travel,2211,5,5,5,3,4,4,5,0,18,Satisfied
86176,Female,Loyal Customer,55,Business travel,2212,3,5,5,1,3,3,4,0,0,Dissatisfied
86177,Female,Loyal Customer,55,Business travel,2212,4,4,4,2,4,4,3,8,0,Satisfied
86178,Female,Loyal Customer,34,Business travel,2212,1,1,1,5,2,2,3,0,0,Satisfied
86179,Male,Loyal Customer,62,Business travel,2212,1,0,0,1,1,1,2,10,18,Dissatisfied
86181,Male,Loyal Customer,51,Business travel,2212,1,1,1,2,5,5,3,12,60,Satisfied
86182,Male,Loyal Customer,58,Business travel,2212,3,2,2,2,3,3,4,14,33,Dissatisfied
86183,Male,Loyal Customer,58,Business travel,2212,1,1,1,3,4,4,2,0,0,Satisfied
86184,Female,Loyal Customer,56,Business travel,2212,1,1,1,1,1,1,2,33,49,Dissatisfied
86185,Female,Disloyal Customer,0,Business travel,2212,4,4,2,3,3,4,3,96,98,Neutral
86186,Female,Loyal Customer,47,Business travel,2212,5,1,5,5,5,5,5,0,0,Satisfied
86187,Male,Loyal Customer,39,Business travel,2212,1,1,1,2,4,5,5,35,40,Satisfied
86188,Female,Loyal Customer,59,Business travel,2212,3,1,3,4,5,5,5,55,44,Satisfied
86189,Female,Loyal Customer,51,Business travel,2212,5,5,5,3,4,4,3,24,37,Satisfied
86190,Male,Loyal Customer,49,Business travel,2213,4,2,4,3,5,5,5,0,0,Satisfied
86191,Female,Loyal Customer,41,Business travel,2213,4,5,3,4,4,4,4,0,0,Neutral
86192,Male,Loyal Customer,48,Business travel,2213,4,3,3,3,4,4,4,0,0,Dissatisfied
86193,Male,Loyal Customer,58,Business travel,2213,2,2,5,5,5,5,5,27,42,Satisfied
86194,Male,Loyal Customer,26,Business travel,2213,2,4,4,2,2,3,2,6,5,Dissatisfied
86195,Female,Loyal Customer,32,Business travel,2213,3,3,3,2,2,2,2,6,0,Satisfied
86196,Male,Loyal Customer,53,Business travel,2213,4,4,2,3,4,4,5,0,3,Satisfied
86197,Female,Loyal Customer,56,Business travel,2213,1,1,1,5,4,4,4,0,0,Satisfied
86198,Female,Loyal Customer,60,Business travel,2214,4,4,4,3,5,5,5,5,0,Satisfied
86199,Male,Loyal Customer,46,Business travel,2214,2,3,3,4,2,2,2,0,0,Dissatisfied
86200,Male,Loyal Customer,52,Business travel,2214,5,5,5,4,4,4,5,6,0,Satisfied
86201,Female,Loyal Customer,44,Business travel,2214,4,4,4,5,4,4,3,0,0,Satisfied
86202,Male,Loyal Customer,40,Business travel,2214,4,4,4,2,3,3,5,0,0,Satisfied
86203,Male,Loyal Customer,33,Business travel,2214,3,3,3,4,3,5,4,207,208,Satisfied
86204,Male,Loyal Customer,41,Business travel,2214,4,4,4,5,4,4,4,0,0,Satisfied
86205,Male,Loyal Customer,58,Business travel,2214,4,4,4,2,5,5,3,86,81,Satisfied
86206,Male,Loyal Customer,52,Business travel,2214,3,3,3,3,4,4,4,12,16,Satisfied
86207,Male,Loyal Customer,54,Business travel,2214,2,2,2,4,4,4,5,1,2,Satisfied
86208,Female,Loyal Customer,60,Business travel,2215,2,5,5,3,2,2,2,6,3,Dissatisfied
86209,Female,Loyal Customer,26,Business travel,2215,3,3,3,5,5,5,5,0,0,Satisfied
86210,Female,Loyal Customer,45,Business travel,2215,2,1,1,5,2,2,3,14,16,Dissatisfied
86211,Male,Loyal Customer,43,Business travel,2215,4,4,4,5,5,5,3,0,0,Satisfied
86212,Male,Loyal Customer,48,Business travel,2215,4,4,4,2,5,5,5,4,2,Satisfied
86213,Male,Loyal Customer,45,Business travel,2215,3,3,2,4,5,5,3,62,47,Satisfied
86214,Female,Loyal Customer,40,Business travel,2215,5,5,5,5,2,2,4,0,0,Satisfied
86215,Female,Loyal Customer,58,Business travel,2215,3,3,3,2,5,5,4,55,58,Satisfied
86216,Female,Loyal Customer,50,Business travel,2215,2,2,2,3,5,5,3,25,12,Satisfied
86217,Female,Loyal Customer,48,Business travel,2215,5,5,5,3,4,4,3,0,0,Satisfied
86218,Male,Loyal Customer,22,Business travel,2215,4,4,4,5,5,5,5,0,0,Satisfied
86219,Male,Loyal Customer,57,Business travel,2215,2,2,2,4,5,5,3,23,25,Satisfied
86220,Female,Loyal Customer,65,Business travel,2216,3,1,1,4,3,3,4,0,0,Dissatisfied
86221,Female,Loyal Customer,59,Business travel,2216,3,3,3,5,4,4,3,0,0,Satisfied
86222,Male,Loyal Customer,44,Business travel,2216,4,4,4,2,4,4,3,1,0,Satisfied
86223,Female,Loyal Customer,52,Business travel,2216,1,1,1,2,4,5,3,0,3,Satisfied
86224,Female,Loyal Customer,41,Business travel,2216,1,1,1,4,4,4,5,0,0,Satisfied
86227,Male,Loyal Customer,51,Business travel,2217,4,2,2,3,4,4,3,27,44,Dissatisfied
86228,Male,Loyal Customer,19,Business travel,2217,0,0,0,5,5,4,5,0,0,Satisfied
86229,Female,Loyal Customer,41,Business travel,2217,0,5,0,4,5,5,4,0,0,Satisfied
86230,Female,Loyal Customer,54,Business travel,2217,5,5,5,2,3,3,4,9,11,Satisfied
86231,Male,Loyal Customer,45,Business travel,2217,1,1,3,4,4,4,4,0,0,Neutral
86232,Female,Loyal Customer,42,Business travel,2217,4,4,4,3,4,4,5,0,0,Satisfied
86233,Female,Loyal Customer,45,Business travel,2217,2,2,2,4,5,5,5,1,2,Satisfied
86234,Male,Loyal Customer,45,Business travel,2217,2,4,1,4,2,2,2,0,0,Dissatisfied
86238,Female,Loyal Customer,53,Business travel,2218,3,2,2,2,3,3,4,43,32,Dissatisfied
86239,Female,Loyal Customer,39,Business travel,2218,3,3,3,3,5,5,4,0,0,Satisfied
86241,Female,Loyal Customer,46,Business travel,2218,2,2,3,4,4,4,4,0,0,Neutral
86242,Female,Loyal Customer,57,Business travel,2218,2,2,4,4,5,5,4,0,5,Satisfied
86244,Male,Loyal Customer,53,Business travel,2218,3,2,2,5,3,3,2,0,0,Dissatisfied
86245,Male,Loyal Customer,58,Business travel,2218,2,2,2,3,4,4,4,0,0,Satisfied
86246,Female,Loyal Customer,26,Business travel,2218,1,1,1,5,5,4,5,3,19,Satisfied
86247,Female,Loyal Customer,52,Business travel,2218,3,3,3,5,3,3,5,0,0,Satisfied
86249,Male,Loyal Customer,42,Business travel,2218,3,4,3,4,4,4,4,0,0,Neutral
86251,Female,Loyal Customer,56,Business travel,2218,3,3,2,5,4,4,5,3,0,Satisfied
86252,Male,Loyal Customer,38,Business travel,2218,5,5,3,5,4,4,4,0,0,Satisfied
86254,Female,Loyal Customer,59,Business travel,2218,4,4,4,3,5,5,4,0,0,Satisfied
86256,Male,Loyal Customer,45,Business travel,2218,3,2,3,4,2,2,4,0,0,Satisfied
86260,Male,Loyal Customer,52,Business travel,2218,2,5,5,5,2,2,3,0,0,Dissatisfied
86266,Male,Loyal Customer,35,Business travel,2218,2,5,5,1,2,2,4,0,8,Dissatisfied
86267,Female,Loyal Customer,55,Business travel,2218,1,5,3,4,4,4,4,0,0,Neutral
86268,Female,Loyal Customer,38,Business travel,2218,2,4,4,2,2,2,3,9,1,Dissatisfied
86269,Female,Loyal Customer,40,Business travel,2218,5,5,5,2,4,4,5,0,0,Satisfied
86270,Male,Loyal Customer,54,Business travel,2218,3,3,3,4,5,5,5,0,0,Satisfied
86272,Male,Loyal Customer,32,Business travel,2218,3,3,3,3,3,5,3,0,0,Satisfied
86273,Male,Loyal Customer,32,Business travel,2218,1,1,1,5,5,5,5,7,4,Satisfied
86274,Female,Disloyal Customer,0,Business travel,2218,2,2,2,4,4,4,4,0,0,Neutral
86275,Female,Loyal Customer,41,Business travel,2218,2,4,3,4,4,4,4,0,0,Neutral
86276,Male,Loyal Customer,43,Business travel,2218,3,3,2,2,5,5,3,0,3,Satisfied
86279,Female,Loyal Customer,41,Business travel,2218,2,5,5,2,2,2,4,0,0,Dissatisfied
86281,Female,Loyal Customer,38,Business travel,2218,1,1,1,3,4,4,4,0,1,Satisfied
86283,Male,Loyal Customer,42,Business travel,2218,4,4,4,3,4,4,4,7,0,Satisfied
86284,Female,Loyal Customer,39,Business travel,2218,3,3,3,2,4,4,4,0,0,Satisfied
86285,Male,Loyal Customer,54,Business travel,2218,1,1,1,2,4,4,4,0,0,Satisfied
86289,Male,Loyal Customer,55,Personal Travel,2218,3,3,3,4,4,4,4,0,0,Neutral
86291,Female,Loyal Customer,56,Business travel,2218,5,5,5,4,4,4,3,0,0,Satisfied
86292,Male,Loyal Customer,49,Business travel,2218,2,2,2,3,5,5,4,0,0,Satisfied
86293,Male,Loyal Customer,40,Business travel,2218,2,4,3,4,4,4,4,0,0,Neutral
86294,Male,Disloyal Customer,38,Business travel,2218,2,2,2,3,3,4,3,19,27,Dissatisfied
86295,Female,Loyal Customer,40,Business travel,2218,1,1,1,4,5,5,3,10,9,Satisfied
86299,Female,Loyal Customer,25,Business travel,2218,2,2,2,4,4,5,4,0,0,Satisfied
86300,Female,Loyal Customer,41,Business travel,2218,5,4,5,4,5,5,5,0,0,Satisfied
86304,Male,Loyal Customer,33,Business travel,2218,4,3,3,4,4,2,4,0,0,Dissatisfied
86308,Female,Loyal Customer,44,Business travel,2219,5,5,5,4,5,5,5,0,0,Satisfied
86309,Male,Loyal Customer,43,Business travel,2219,2,5,3,4,4,4,4,0,0,Neutral
86310,Male,Loyal Customer,40,Business travel,2219,5,5,5,2,4,4,5,0,0,Satisfied
86311,Male,Disloyal Customer,0,Business travel,2219,1,1,1,4,4,4,4,18,1,Neutral
86312,Female,Loyal Customer,13,Business travel,2219,3,1,3,3,3,3,3,0,0,Dissatisfied
86313,Female,Loyal Customer,49,Business travel,2219,2,2,2,2,5,5,5,0,0,Satisfied
86315,Female,Loyal Customer,25,Business travel,2220,3,3,3,5,5,4,5,0,0,Satisfied
86316,Male,Loyal Customer,36,Business travel,2220,3,3,3,3,4,4,5,0,0,Satisfied
86317,Female,Loyal Customer,58,Business travel,2220,4,4,4,4,5,5,5,79,72,Satisfied
86318,Male,Loyal Customer,38,Business travel,2220,2,5,3,2,4,4,2,165,155,Dissatisfied
86319,Female,Loyal Customer,50,Business travel,2220,5,5,5,4,4,4,5,39,23,Satisfied
86320,Male,Loyal Customer,55,Business travel,2220,0,4,0,4,3,3,3,1,0,Satisfied
86321,Female,Loyal Customer,56,Business travel,2221,3,3,3,3,4,4,4,0,7,Satisfied
86322,Female,Loyal Customer,69,Business travel,2221,3,4,4,2,3,3,4,14,17,Dissatisfied
86323,Male,Loyal Customer,44,Business travel,2221,2,2,2,3,5,5,3,0,0,Satisfied
86324,Female,Loyal Customer,42,Business travel,2221,3,4,4,5,4,3,4,0,0,Dissatisfied
86325,Male,Loyal Customer,54,Business travel,2221,5,4,5,3,5,5,3,50,47,Satisfied
86326,Female,Loyal Customer,41,Business travel,2221,1,1,4,3,5,5,3,25,29,Satisfied
86327,Male,Loyal Customer,46,Business travel,2221,4,4,4,2,5,5,4,0,0,Satisfied
86328,Male,Loyal Customer,47,Business travel,2221,2,2,2,2,4,4,4,26,13,Satisfied
86329,Male,Loyal Customer,47,Business travel,2221,5,5,5,2,5,5,4,0,0,Satisfied
86330,Female,Disloyal Customer,0,Business travel,2222,3,4,4,3,3,4,3,0,0,Neutral
86331,Male,Loyal Customer,55,Business travel,2222,4,3,4,1,4,3,5,0,0,Satisfied
86332,Male,Loyal Customer,47,Business travel,2222,1,3,3,4,4,4,4,0,0,Neutral
86333,Male,Loyal Customer,54,Business travel,2222,4,4,2,4,4,4,4,29,24,Satisfied
86334,Male,Loyal Customer,37,Business travel,2222,1,1,1,5,5,5,4,59,62,Satisfied
86335,Female,Loyal Customer,59,Business travel,2222,5,2,5,5,3,3,3,0,0,Satisfied
86336,Male,Loyal Customer,37,Business travel,2222,4,4,4,1,5,4,5,0,0,Satisfied
86338,Female,Loyal Customer,45,Business travel,2222,4,4,4,5,5,5,3,12,6,Satisfied
86339,Male,Loyal Customer,36,Business travel,2222,4,4,3,4,4,4,4,0,0,Neutral
86341,Female,Loyal Customer,72,Business travel,2223,1,1,3,4,4,4,4,0,0,Neutral
86342,Female,Loyal Customer,57,Business travel,2223,2,2,2,5,5,5,5,32,59,Satisfied
86343,Female,Loyal Customer,39,Business travel,2223,5,5,5,5,5,2,5,0,0,Satisfied
86344,Male,Loyal Customer,41,Business travel,2223,4,4,3,4,4,4,4,0,0,Neutral
86345,Female,Loyal Customer,65,Business travel,2223,1,2,2,5,3,1,3,0,0,Dissatisfied
86347,Female,Loyal Customer,56,Business travel,2224,3,3,3,4,4,4,3,57,43,Satisfied
86348,Male,Loyal Customer,50,Business travel,2224,2,2,2,3,4,3,4,0,0,Satisfied
86349,Male,Loyal Customer,40,Business travel,2224,3,3,3,5,2,2,4,0,47,Satisfied
86350,Male,Loyal Customer,48,Business travel,2224,1,1,1,4,4,4,3,3,0,Satisfied
86351,Female,Loyal Customer,25,Business travel,2225,2,5,4,2,2,4,2,0,0,Satisfied
86352,Male,Loyal Customer,41,Business travel,2225,4,4,4,2,4,4,5,0,0,Satisfied
86353,Female,Loyal Customer,48,Business travel,2225,3,1,1,3,3,3,3,0,0,Dissatisfied
86354,Female,Loyal Customer,33,Business travel,2225,1,1,1,1,4,3,5,0,0,Satisfied
86355,Female,Loyal Customer,43,Business travel,2225,1,1,1,2,4,4,5,0,0,Satisfied
86356,Male,Loyal Customer,41,Business travel,2225,2,4,4,3,2,2,4,0,0,Dissatisfied
86357,Female,Loyal Customer,44,Business travel,2225,4,4,4,5,4,4,5,0,0,Satisfied
86358,Female,Loyal Customer,41,Business travel,2225,2,2,2,3,4,4,4,20,6,Satisfied
86359,Female,Loyal Customer,35,Business travel,2225,1,4,4,3,1,1,3,0,0,Dissatisfied
86360,Female,Loyal Customer,42,Business travel,2226,4,4,4,5,4,4,5,9,9,Satisfied
86361,Male,Loyal Customer,67,Business travel,2226,4,4,4,1,4,4,4,0,0,Dissatisfied
86362,Female,Loyal Customer,43,Business travel,2226,2,1,1,3,2,2,3,5,6,Dissatisfied
86364,Male,Disloyal Customer,0,Business travel,2226,1,1,1,5,5,1,5,1,0,Neutral
86365,Male,Loyal Customer,56,Business travel,2226,5,5,5,4,4,4,3,0,24,Satisfied
86366,Female,Loyal Customer,59,Business travel,2227,5,5,5,2,4,4,4,30,15,Satisfied
86367,Female,Loyal Customer,27,Business travel,2227,4,4,4,5,5,5,5,0,0,Satisfied
86369,Male,Loyal Customer,53,Business travel,2227,2,2,2,3,4,4,4,0,5,Satisfied
86370,Male,Loyal Customer,39,Business travel,2227,1,1,2,5,5,5,4,11,0,Satisfied
86376,Female,Loyal Customer,46,Business travel,2227,1,1,1,5,5,5,3,12,12,Satisfied
86379,Male,Loyal Customer,41,Business travel,2227,3,3,3,5,4,4,4,0,0,Satisfied
86380,Female,Loyal Customer,33,Business travel,2227,2,2,5,5,4,4,5,7,6,Satisfied
86381,Female,Loyal Customer,41,Business travel,2227,1,1,1,2,2,2,4,21,0,Satisfied
86382,Male,Loyal Customer,57,Business travel,2227,2,2,2,4,5,5,5,2,0,Satisfied
86385,Female,Disloyal Customer,0,Business travel,2227,1,1,1,2,2,4,2,0,0,Neutral
86387,Female,Loyal Customer,33,Business travel,2227,3,3,3,4,5,5,4,0,0,Satisfied
86388,Female,Loyal Customer,25,Business travel,2227,3,5,5,3,3,2,3,0,0,Satisfied
86390,Female,Loyal Customer,55,Business travel,2227,4,3,3,4,4,4,4,0,0,Neutral
86394,Male,Loyal Customer,41,Business travel,2227,1,1,1,3,5,5,4,0,0,Satisfied
86395,Male,Loyal Customer,55,Business travel,2227,5,5,5,2,5,5,3,1,0,Satisfied
86397,Female,Loyal Customer,47,Business travel,2227,1,1,1,2,5,5,3,2,0,Satisfied
86398,Female,Loyal Customer,25,Business travel,2227,1,2,3,4,4,4,4,0,0,Satisfied
86399,Female,Loyal Customer,44,Business travel,2227,4,4,4,3,5,5,3,0,0,Satisfied
86401,Male,Loyal Customer,40,Business travel,2227,1,1,1,2,5,5,3,0,0,Satisfied
86403,Female,Loyal Customer,65,Business travel,2227,4,3,3,4,4,4,3,64,65,Dissatisfied
86405,Female,Loyal Customer,39,Business travel,2227,4,4,4,4,4,5,4,0,6,Satisfied
86407,Female,Loyal Customer,59,Business travel,2227,5,5,5,5,4,4,5,79,43,Satisfied
86408,Male,Loyal Customer,63,Business travel,2227,3,4,4,2,3,3,3,0,0,Dissatisfied
86411,Female,Loyal Customer,57,Business travel,2227,3,3,3,5,5,5,5,0,0,Satisfied
86412,Female,Disloyal Customer,26,Business travel,2227,4,4,4,5,5,4,5,0,0,Dissatisfied
86414,Female,Disloyal Customer,44,Business travel,2227,5,4,3,4,4,4,4,0,0,Neutral
86417,Male,Loyal Customer,43,Business travel,2228,0,0,0,3,2,5,5,0,0,Satisfied
86418,Female,Loyal Customer,49,Business travel,2228,4,4,4,5,2,2,3,23,26,Satisfied
86419,Female,Loyal Customer,62,Business travel,2228,5,5,3,4,4,4,4,0,0,Neutral
86420,Male,Loyal Customer,51,Business travel,2228,0,0,0,4,1,1,5,1,0,Satisfied
86421,Female,Loyal Customer,34,Business travel,2228,5,5,4,1,5,5,3,4,0,Satisfied
86422,Male,Loyal Customer,52,Business travel,2228,2,2,2,5,5,5,5,14,9,Satisfied
86423,Female,Loyal Customer,41,Business travel,2229,3,3,3,4,4,4,5,0,0,Satisfied
86424,Female,Loyal Customer,50,Business travel,2229,1,1,1,3,5,5,4,0,0,Satisfied
86425,Male,Loyal Customer,51,Business travel,2229,2,2,2,5,5,5,5,79,88,Satisfied
86426,Male,Loyal Customer,52,Business travel,2229,1,2,2,3,2,1,3,0,0,Dissatisfied
86427,Female,Loyal Customer,44,Business travel,2229,2,2,2,2,5,5,3,4,3,Satisfied
86428,Female,Loyal Customer,26,Business travel,2229,1,1,1,2,2,3,2,4,1,Satisfied
86429,Female,Loyal Customer,47,Business travel,2229,2,5,3,4,4,4,4,0,0,Neutral
86431,Male,Disloyal Customer,0,Business travel,2230,1,5,3,4,4,4,4,0,0,Neutral
86432,Male,Loyal Customer,51,Business travel,2230,1,1,1,2,4,4,3,1,17,Satisfied
86433,Male,Loyal Customer,27,Business travel,2230,4,3,3,4,4,3,4,47,48,Dissatisfied
86434,Female,Loyal Customer,22,Business travel,2230,3,1,1,3,1,3,3,140,135,Dissatisfied
86435,Female,Loyal Customer,58,Business travel,2230,2,2,2,5,3,3,3,0,0,Satisfied
